sample	experiment	run	celltype	treatment	group	group_short	control	organism	path	path_original	bait_chrom	bait_name	alleles	concentration	description	study_geo	subset_detect_offtargets	subset_detect_rdc	subset_aph_concentration	subset_promoter_enhancer_deletion	subset_multiomics_examples	subset_pileups	instrument_model	platform
VI088	Nrxn1 promoter/enhancer	B400_022	NPC	APH 0.5 uM 96h	Parental cell (NXP047)	NXP047	FALSE	mouse	Chr17_41Mb_APH05_replicate_4.tlx	VI088_B400_022_result.tlx	chr17	Chr17_41Mb	2	0.5	ESC-NPC;Nxp047; Aphidicolin 0.5 uM 96h	This study	Y	Y	N	Y	Y	Y	Illumina MISEQ V3 300 pair-end	ILLUMINA
SRR2820416	Wei et al. Cell 2016	Wei2016_Chr12	NPC	APH 0.5uM	chr12	chr12	FALSE	mouse	Wei2016/SRR2820416_WEI2016_result.tlx	Wei2016/SRR2820416_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_APH_ExpA	GSE74356	Y	Y	N	N	Y	Y		
SRR2820417	Wei et al. Cell 2016	Wei2016_Chr12	NPC	APH 0.5uM	chr12	chr12	FALSE	mouse	Wei2016/SRR2820417_WEI2016_result.tlx	Wei2016/SRR2820417_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_APH_ExpB	GSE74356	Y	Y	N	N	Y	Y		
SRR2820418	Wei et al. Cell 2016	Wei2016_Chr12	NPC	APH 0.5uM	chr12	chr12	FALSE	mouse	Wei2016/SRR2820418_WEI2016_result.tlx	Wei2016/SRR2820418_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_APH_ExpC	GSE74356	Y	Y	N	N	Y	Y		
SRR2820463	Wei et al. Cell 2016	Wei2016_Chr15	NPC	APH 0.5uM	chr15	chr15	FALSE	mouse	Wei2016/SRR2820463_WEI2016_result.tlx	Wei2016/SRR2820463_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr15_Myc_SgRNA_APH_ExpA	GSE74356	Y	Y	N	N	Y	Y		
SRR2820464	Wei et al. Cell 2016	Wei2016_Chr15	NPC	APH 0.5uM	chr15	chr15	FALSE	mouse	Wei2016/SRR2820464_WEI2016_result.tlx	Wei2016/SRR2820464_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr15_Myc_SgRNA_APH_ExpB	GSE74356	Y	Y	N	N	Y	Y		
SRR2820466	Wei et al. Cell 2016	Wei2016_Chr15	NPC	APH 0.5uM	chr15	chr15	FALSE	mouse	Wei2016/SRR2820466_WEI2016_result.tlx	Wei2016/SRR2820466_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr15_Myc_SgRNA_APH_ExpC	GSE74356	Y	Y	N	N	Y	Y		
SRR2820474	Wei et al. Cell 2016	Wei2016_Chr16	NPC	APH 0.5uM	chr16	chr16	FALSE	mouse	Wei2016/SRR2820474_WEI2016_result.tlx	Wei2016/SRR2820474_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_APH_ExpA	GSE74356	Y	Y	N	N	Y	Y		
SRR2820475	Wei et al. Cell 2016	Wei2016_Chr16	NPC	APH 0.5uM	chr16	chr16	FALSE	mouse	Wei2016/SRR2820475_WEI2016_result.tlx	Wei2016/SRR2820475_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_APH_ExpB	GSE74356	Y	Y	N	N	Y	Y		
SRR2820476	Wei et al. Cell 2016	Wei2016_Chr16	NPC	APH 0.5uM	chr16	chr16	FALSE	mouse	Wei2016/SRR2820476_WEI2016_result.tlx	Wei2016/SRR2820476_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_APH_ExpC	GSE74356	Y	Y	N	N	Y	Y		
SRR2820477	Wei et al. Cell 2016	Wei2016_Chr16	NPC	APH 0.5uM	chr16	chr16	FALSE	mouse	Wei2016/SRR2820477_WEI2016_result.tlx	Wei2016/SRR2820477_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0.5	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_APH_ExpD	GSE74356	Y	Y	N	N	Y	Y		
SRR2820419	Wei et al. Cell 2016	Wei2016_Chr12	NPC	DMSO	chr12	chr12	TRUE	mouse	Wei2016/SRR2820419_WEI2016_result.tlx	Wei2016/SRR2820419_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_DMSO_ExpA	GSE74356	Y	Y	N	N	N	N		
SRR2820420	Wei et al. Cell 2016	Wei2016_Chr12	NPC	DMSO	chr12	chr12	TRUE	mouse	Wei2016/SRR2820420_WEI2016_result.tlx	Wei2016/SRR2820420_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_DMSO_ExpB	GSE74356	Y	Y	N	N	N	N		
SRR2820421	Wei et al. Cell 2016	Wei2016_Chr12	NPC	DMSO	chr12	chr12	TRUE	mouse	Wei2016/SRR2820421_WEI2016_result.tlx	Wei2016/SRR2820421_WEI2016_result.tlx	chr12	Chr12_13Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr12_sgRNA_1_DMSO_ExpC	GSE74356	Y	Y	N	N	N	N		
SRR2820467	Wei et al. Cell 2016	Wei2016_Chr15	NPC	DMSO	chr15	chr15	TRUE	mouse	Wei2016/SRR2820467_WEI2016_result.tlx	Wei2016/SRR2820467_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr15_Myc_sgRNA_DMSO_ExpA	GSE74356	Y	Y	N	N	N	N		
SRR2820469	Wei et al. Cell 2016	Wei2016_Chr15	NPC	DMSO	chr15	chr15	TRUE	mouse	Wei2016/SRR2820469_WEI2016_result.tlx	Wei2016/SRR2820469_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr15_Myc_sgRNA_DMSO_ExpB	GSE74356	Y	Y	N	N	N	N		
SRR2820470	Wei et al. Cell 2016	Wei2016_Chr15	NPC	DMSO	chr15	chr15	TRUE	mouse	Wei2016/SRR2820470_WEI2016_result.tlx	Wei2016/SRR2820470_WEI2016_result.tlx	chr15	Chr15_62Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr15_Myc_sgRNA_DMSO_ExpC	GSE74356	Y	Y	N	N	N	N		
SRR2820478	Wei et al. Cell 2016	Wei2016_Chr16	NPC	DMSO	chr16	chr16	TRUE	mouse	Wei2016/SRR2820478_WEI2016_result.tlx	Wei2016/SRR2820478_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_DMSO_ExpA	GSE74356	Y	Y	N	N	N	N		
SRR2820479	Wei et al. Cell 2016	Wei2016_Chr16	NPC	DMSO	chr16	chr16	TRUE	mouse	Wei2016/SRR2820479_WEI2016_result.tlx	Wei2016/SRR2820479_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_DMSO_ExpB	GSE74356	Y	Y	N	N	N	N		
SRR2820480	Wei et al. Cell 2016	Wei2016_Chr16	NPC	DMSO	chr16	chr16	TRUE	mouse	Wei2016/SRR2820480_WEI2016_result.tlx	Wei2016/SRR2820480_WEI2016_result.tlx	chr16	Chr16_39Mb	2	0	From Wei et al. Cell 2016; X4p53_Chr16_sgRNA_2_DMSO_ExpC	GSE74356	Y	Y	N	N	N	N		
